size,mflop
31,20053.4
32,43849.8
96,42046.4
97,37622.7
127,32658.2
128,41547.2
129,37864.4
191,33620.8
192,44452.7
229,39620.8
255,34918.1
256,44086
257,36196.8
319,37087
320,44637.9
321,39846.6
417,36563.6
479,35379.2
480,40142.8
511,32929.4
512,37974.1
639,31051.8
640,31202.4
767,30024.4
768,31759.4
769,30312.4
1023,27988.4
1024,30525.2
1025,28523.4
1525,28501.5
1526,28719.7
1527,27982.3
